Time,Extension,Load,Tensile strain (Strain 1)
"4.20000","1.89219","3569.85669","0.00074"
"4.30000","1.90031","3636.34937","0.00075"
"4.40000","1.90875","3703.96558","0.00076"
"4.50000","1.91712","3770.65771","0.00078"
"4.60000","1.92531","3833.97754","0.00079"
"4.70000","1.93369","3898.49536","0.00080"
"4.80000","1.94200","3960.81543","0.00081"
"4.90000","1.95044","4022.09204","0.00083"
"5.00000","1.95869","4084.89844","0.00083"
"5.10000","1.96712","4149.68457","0.00085"
"5.20000","1.97562","4209.97949","0.00086"
"5.30000","1.98356","4270.56738","0.00087"
"5.40000","1.99206","4333.87500","0.00088"
"5.50000","2.00031","4392.81836","0.00089"
"5.60000","2.00837","4452.63330","0.00090"
"5.70000","2.01712","4519.74707","0.00091"
"5.80000","2.02556","4582.75000","0.00093"
"5.90000","2.03375","4638.26416","0.00094"
"6.00000","2.04200","4698.98047","0.00095"
"6.10000","2.05044","4758.90674","0.00096"
"6.20000","2.05875","4815.04102","0.00097"
"6.30000","2.06681","4874.85059","0.00098"
"6.40000","2.07544","4938.11572","0.00099"
"6.50000","2.08394","4997.50732","0.00100"
"6.60000","2.09200","5055.46826","0.00101"
"6.70000","2.10044","5118.10742","0.00102"
"6.80000","2.10881","5180.61719","0.00103"
"6.90000","2.11706","5239.94824","0.00104"
"7.00000","2.12519","5300.56152","0.00104"
"7.10000","2.13356","5363.10449","0.00106"
"7.20000","2.14212","5425.05420","0.00107"
"7.30000","2.15031","5488.07373","0.00108"
"7.40000","2.15881","5552.07617","0.00109"
"7.50000","2.16719","5613.54102","0.00110"
"7.60000","2.17531","5672.42188","0.00111"
"7.70000","2.18356","5735.79541","0.00111"
"7.80000","2.19200","5799.69775","0.00113"
"7.90000","2.20050","5863.62158","0.00114"
"8.00000","2.20869","5928.12891","0.00115"
"8.10000","2.21719","5993.58545","0.00115"
"8.20000","2.22556","6053.39990","0.00116"
"8.30000","2.23350","6116.21582","0.00118"
"8.40000","2.24200","6183.81641","0.00119"
"8.50000","2.25031","6245.12158","0.00120"
"8.60000","2.25844","6307.31445","0.00121"
"8.70000","2.26706","6376.77246","0.00122"
"8.80000","2.27544","6441.72070","0.00123"
"8.90000","2.28375","6502.69092","0.00124"
"9.00000","2.29200","6569.46582","0.00125"
"9.10000","2.30044","6635.46191","0.00126"
"9.20000","2.30875","6695.74463","0.00127"
"9.30000","2.31675","6760.71436","0.00128"
"9.40000","2.32537","6830.42090","0.00129"
"9.50000","2.33400","6896.80713","0.00129"
"9.60000","2.34206","6960.08057","0.00131"
"9.70000","2.35050","7027.46436","0.00131"
"9.80000","2.35881","7093.60693","0.00133"
"9.90000","2.36694","7156.83008","0.00134"
"10.00000","2.37519","7223.52393","0.00135"
"10.10000","2.38362","7293.93896","0.00136"
"10.20000","2.39219","7360.26758","0.00137"
"10.30000","2.40031","7426.86523","0.00138"
"10.40000","2.40862","7493.46777","0.00139"
"10.50000","2.41712","7561.27832","0.00140"
"10.60000","2.42537","7626.70508","0.00141"
"10.70000","2.43369","7694.15625","0.00142"
"10.80000","2.44206","7760.84229","0.00143"
"10.90000","2.45044","7826.70361","0.00144"
"11.00000","2.45869","7895.81543","0.00145"
"11.10000","2.46719","7967.27295","0.00146"
"11.20000","2.47562","8030.23877","0.00147"
"11.30000","2.48356","8095.26465","0.00148"
"11.40000","2.49200","8164.26416","0.00149"
"11.50000","2.50025","8227.42285","0.00150"
"11.60000","2.50844","8293.87988","0.00151"
"11.70000","2.51712","8366.83789","0.00152"
"11.80000","2.52550","8432.67773","0.00153"
"11.90000","2.53375","8495.75000","0.00154"
"12.00000","2.54187","8562.92676","0.00155"
"12.10000","2.55044","8632.19531","0.00156"
"12.20000","2.55881","8696.38379","0.00157"
"12.30000","2.56681","8762.33203","0.00158"
"12.40000","2.57544","8833.13086","0.00159"
"12.50000","2.58387","8899.79395","0.00160"
"12.60000","2.59200","8965.35254","0.00161"
"12.70000","2.60056","9036.51855","0.00162"
"12.80000","2.60881","9103.26270","0.00163"
"12.90000","2.61700","9167.90625","0.00165"
"13.00000","2.62512","9234.69043","0.00166"
"13.10000","2.63350","9303.83496","0.00167"
"13.20000","2.64219","9374.08105","0.00168"
"13.30000","2.65037","9442.26367","0.00169"
"13.40000","2.65881","9510.15039","0.00170"
"13.50000","2.66719","9577.56055","0.00171"
"13.60000","2.67525","9640.83691","0.00172"
"13.70000","2.68356","9709.95996","0.00173"
"13.80000","2.69206","9780.35059","0.00174"
"13.90000","2.70050","9847.35840","0.00175"
"14.00000","2.70875","9917.03125","0.00176"
"14.10000","2.71706","9986.40820","0.00177"
"14.20000","2.72556","10051.79004","0.00178"
"14.30000","2.73356","10120.53320","0.00179"
"14.40000","2.74200","10190.50098","0.00180"
"14.50000","2.75037","10256.24902","0.00181"
"14.60000","2.75844","10322.19531","0.00182"
"14.70000","2.76700","10394.57617","0.00183"
"14.80000","2.77550","10465.23633","0.00185"
"14.90000","2.78387","10531.75293","0.00185"
"15.00000","2.79200","10599.38965","0.00187"
"15.10000","2.80050","10669.47852","0.00188"
"15.20000","2.80869","10732.62988","0.00188"
"15.30000","2.81669","10801.59570","0.00190"
"15.40000","2.82550","10876.35059","0.00191"
"15.50000","2.83394","10945.42578","0.00192"
"15.60000","2.84212","11011.81250","0.00193"
"15.70000","2.85044","11082.88770","0.00194"
"15.80000","2.85869","11150.97559","0.00195"
"15.90000","2.86706","11220.27148","0.00196"
"16.00000","2.87519","11289.93750","0.00197"
"16.10000","2.88362","11361.22168","0.00198"
"16.20000","2.89219","11431.56250","0.00200"
"16.30000","2.90025","11501.48438","0.00201"
"16.40000","2.90869","11573.61816","0.00202"
"16.50000","2.91725","11645.58691","0.00203"
"16.60000","2.92537","11711.57324","0.00204"
"16.70000","2.93362","11782.13281","0.00205"
"16.80000","2.94194","11851.67090","0.00206"
"16.90000","2.95037","11922.51758","0.00207"
"17.00000","2.95875","11996.84180","0.00209"
"17.10000","2.96719","12070.05176","0.00210"
"17.20000","2.97562","12136.07812","0.00211"
"17.30000","2.98344","12204.52344","0.00212"
"17.40000","2.99187","12277.00195","0.00214"
"17.50000","3.00031","12347.51660","0.00214"
"17.60000","3.00850","12416.22168","0.00216"
"17.70000","3.01712","12492.44336","0.00217"
"17.80000","3.02550","12562.90332","0.00218"
"17.90000","3.03369","12627.79785","0.00219"
"18.00000","3.04194","12701.52637","0.00220"
"18.10000","3.05050","12775.17188","0.00221"
"18.20000","3.05881","12841.04297","0.00223"
"18.30000","3.06681","12910.62988","0.00224"
"18.40000","3.07531","12984.79297","0.00225"
"18.50000","3.08387","13056.21094","0.00227"
"18.60000","3.09212","13127.99609","0.00228"
"18.70000","3.10056","13201.05664","0.00229"
"18.80000","3.10881","13270.65234","0.00230"
"18.90000","3.11700","13339.23633","0.00231"
"19.00000","3.12506","13408.96973","0.00233"
"19.10000","3.13356","13484.60059","0.00234"
"19.20000","3.14219","13557.04395","0.00235"
"19.30000","3.15037","13628.62891","0.00236"
"19.40000","3.15869","13698.83105","0.00237"
"19.50000","3.16706","13770.13281","0.00238"
"19.60000","3.17537","13839.62598","0.00240"
"19.70000","3.18369","13912.89355","0.00241"
"19.80000","3.19206","13983.57324","0.00242"
"19.90000","3.20050","14054.43359","0.00243"
"20.00000","3.20862","14126.62305","0.00245"
"20.10000","3.21706","14201.00293","0.00246"
"20.20000","3.22569","14272.09180","0.00247"
"20.30000","3.23362","14341.10742","0.00249"
"20.40000","3.24200","14414.01270","0.00250"
"20.50000","3.25025","14482.14062","0.00251"
"20.60000","3.25831","14551.74414","0.00252"
"20.70000","3.26712","14631.70508","0.00254"
"20.80000","3.27562","14704.71875","0.00255"
"20.90000","3.28381","14769.96387","0.00257"
"21.00000","3.29187","14841.65234","0.00258"
"21.10000","3.30031","14915.12207","0.00259"
"21.20000","3.30869","14983.17383","0.00260"
"21.30000","3.31687","15056.37207","0.00262"
"21.40000","3.32550","15131.72266","0.00263"
"21.50000","3.33394","15202.56055","0.00264"
"21.60000","3.34200","15270.74414","0.00266"
"21.70000","3.35050","15345.49707","0.00267"
"21.80000","3.35881","15417.24805","0.00268"
"21.90000","3.36712","15487.36133","0.00270"
"22.00000","3.37519","15556.58887","0.00272"
"22.10000","3.38356","15629.76367","0.00273"
"22.20000","3.39212","15701.69336","0.00274"
"22.30000","3.40031","15774.56152","0.00276"
"22.40000","3.40881","15847.35840","0.00277"
"22.50000","3.41725","15918.16504","0.00279"
"22.60000","3.42544","15984.89844","0.00280"
"22.70000","3.43350","16054.54785","0.00282"
"22.80000","3.44200","16127.78711","0.00283"
"22.90000","3.45050","16198.39648","0.00284"
"23.00000","3.45875","16269.34863","0.00286"
"23.10000","3.46712","16342.03809","0.00288"
"23.20000","3.47556","16408.17578","0.00289"
"23.30000","3.48344","16477.00000","0.00291"
"23.40000","3.49200","16551.07227","0.00292"
"23.50000","3.50037","16618.31055","0.00294"
"23.60000","3.50850","16684.59570","0.00296"
"23.70000","3.51706","16759.43945","0.00297"
"23.80000","3.52544","16829.31445","0.00299"
"23.90000","3.53375","16894.47070","0.00301"
"24.00000","3.54200","16965.15430","0.00303"
"24.10000","3.55050","17034.75391","0.00305"
"24.20000","3.55881","17097.32422","0.00306"
"24.30000","3.56669","17163.24414","0.00308"
"24.40000","3.57537","17236.33984","0.00310"
"24.50000","3.58400","17305.14844","0.00312"
"24.60000","3.59212","17368.40430","0.00313"
"24.70000","3.60056","17436.29883","0.00315"
"24.80000","3.60869","17500.02734","0.00317"
"24.90000","3.61694","17563.66992","0.00319"
"25.00000","3.62512","17628.18164","0.00321"
"25.10000","3.63362","17696.59180","0.00323"
"25.20000","3.64225","17760.43359","0.00325"
"25.30000","3.65031","17821.74414","0.00327"
"25.40000","3.65862","17884.39453","0.00329"
"25.50000","3.66719","17948.86523","0.00331"
"25.60000","3.67550","18007.68555","0.00333"
"25.70000","3.68362","18066.74805","0.00335"
"25.80000","3.69206","18127.21289","0.00337"
"25.90000","3.70037","18184.11719","0.00340"
"26.00000","3.70862","18244.42969","0.00342"
"26.10000","3.71719","18307.55469","0.00345"
"26.20000","3.72569","18359.54883","0.00347"
"26.30000","3.73362","18412.17383","0.00349"
"26.40000","3.74194","18467.20898","0.00352"
"26.50000","3.75025","18518.35938","0.00354"
"26.60000","3.75850","18569.31055","0.00356"
"26.70000","3.76712","18625.30859","0.00359"
"26.80000","3.77562","18675.36719","0.00361"
"26.90000","3.78381","18716.51172","0.00364"
"27.00000","3.79181","18761.32422","0.00366"
"27.10000","3.80044","18809.68359","0.00369"
"27.20000","3.80887","18849.16406","0.00372"
"27.30000","3.81681","18886.62305","0.00375"
"27.40000","3.82544","18930.07227","0.00378"
"27.50000","3.83387","18964.34961","0.00381"
"27.60000","3.84200","18995.53125","0.00384"
"27.70000","3.85056","19030.62891","0.00387"
"27.80000","3.85887","19057.71875","0.00391"
"27.90000","3.86719","19081.50977","0.00394"
"28.00000","3.87512","19101.04297","0.00398"
"28.10000","3.88350","19125.36719","0.00401"
"28.20000","3.89219","19146.01953","0.00405"
"28.30000","3.90044","19161.25195","0.00410"
"28.40000","3.90875","19174.00391","0.00414"
"28.50000","3.91719","19187.12500","0.00419"
"28.60000","3.92531","19192.63672","0.00424"
"28.70000","3.93356","19203.17969","0.00429"
"28.80000","3.94212","19215.77539","0.00435"
"28.90000","3.95056","19219.75000","0.00440"
"29.00000","3.95881","19224.91797","0.00446"
"29.10000","3.96706","19233.21875","0.00453"
"29.20000","3.97556","19235.33008","0.00459"
"29.30000","3.98362","19239.50977","0.00466"
"29.40000","3.99206","19246.13867","0.00473"
"29.50000","4.00037","19247.15430","0.00481"
"29.60000","4.00844","19248.26367","0.00488"
"29.70000","4.01700","19256.82031","0.00497"
"29.80000","4.02556","19263.16992","0.00505"
"29.90000","4.03387","19260.47070","0.00513"
"30.00000","4.04200","19263.35352","0.00521"
"30.10000","4.05050","19269.35547","0.00530"
"30.20000","4.05875","19266.85352","0.00539"
"30.30000","4.06675","19270.69531","0.00548"
"30.40000","4.07550","19281.02539","0.00557"
"30.50000","4.08400","19283.09180","0.00566"
"30.60000","4.09219","19281.60352","0.00575"
"30.70000","4.10050","19285.87891","0.00585"
"30.80000","4.10875","19289.28516","0.00594"
"30.90000","4.11706","19292.24805","0.00603"
"31.00000","4.12519","19294.87891","0.00613"
"31.10000","4.13362","19301.66992","0.00623"
"31.20000","4.14219","19305.37500","0.00632"
"31.30000","4.15025","19307.81836","0.00645"
"31.40000","4.15875","19313.48438","0.00654"
"31.50000","4.16725","19319.04688","0.00663"
"31.60000","4.17550","19317.88086","0.00673"
"31.70000","4.18369","19321.73438","0.00683"
"31.80000","4.19194","19327.39648","0.00691"
"31.90000","4.20044","19331.37695","0.00701"
"32.00000","4.20875","19337.60547","0.00711"
"32.10000","4.21719","19344.25977","0.00720"
"32.20000","4.22569","19344.50195","0.00730"
"32.30000","4.23350","19345.55664","0.00739"
"32.40000","4.24187","19353.20508","0.00749"
"32.50000","4.25037","19358.01367","0.00758"
"32.60000","4.25856","19361.11914","0.00768"
"32.70000","4.26712","19368.81445","0.00777"
"32.80000","4.27550","19374.31055","0.00787"
"32.90000","4.28369","19373.51562","0.00796"
"33.00000","4.29194","19379.96289","0.00805"
"33.10000","4.30050","19387.69141","0.00815"
"33.20000","4.30887","19388.54102","0.00824"
"33.30000","4.31681","19391.75977","0.00833"
"33.40000","4.32531","19400.49023","0.00842"
"33.50000","4.33387","19405.98047","0.00851"
"33.60000","4.34219","19409.55273","0.00861"
"33.70000","4.35062","19415.28516","0.00870"
"33.80000","4.35887","19418.64844","0.00879"
"33.90000","4.36706","19421.41992","0.00889"
"34.00000","4.37512","19424.60742","0.00898"
"34.10000","4.38362","19435.87695","0.00907"
"34.20000","4.39231","19441.55078","0.00916"
"34.30000","4.40037","19442.56055","0.00925"
"34.40000","4.40869","19447.66211","0.00934"
"34.50000","4.41706","19453.30469","0.00943"
"34.60000","4.42537","19456.13086","0.00952"
"34.70000","4.43369","19462.16797","0.00961"
"34.80000","4.44206","19467.77734","0.00971"
"34.90000","4.45056","19471.34570","0.00980"
"35.00000","4.45862","19475.91602","0.00988"
"35.10000","4.46706","19483.94531","0.00998"
"35.20000","4.47569","19487.81641","0.01006"
"35.30000","4.48362","19489.10156","0.01015"
"35.40000","4.49200","19496.63672","0.01025"
"35.50000","4.50031","19499.19336","0.01033"
"35.60000","4.50837","19502.74609","0.01043"
"35.70000","4.51712","19515.21484","0.01051"
"35.80000","4.52562","19520.24023","0.01060"
"35.90000","4.53387","19518.59961","0.01069"
"36.00000","4.54194","19523.64453","0.01078"
"36.10000","4.55037","19530.83789","0.01087"
"36.20000","4.55875","19533.01367","0.01096"
"36.30000","4.56681","19537.39648","0.01105"
"36.40000","4.57550","19547.49609","0.01114"
"36.50000","4.58400","19551.90039","0.01123"
"36.60000","4.59200","19551.33594","0.01132"
"36.70000","4.60050","19560.10156","0.01140"
"36.80000","4.60887","19565.78906","0.01149"
"36.90000","4.61712","19567.91211","0.01158"
"37.00000","4.62525","19570.39062","0.01167"
"37.10000","4.63356","19579.08203","0.01176"
"37.20000","4.64212","19583.49414","0.01185"
"37.30000","4.65037","19589.19922","0.01193"
"37.40000","4.65881","19594.53906","0.01202"
"37.50000","4.66725","19599.58203","0.01211"
"37.60000","4.67544","19599.84570","0.01220"
"37.70000","4.68350","19604.38867","0.01228"
"37.80000","4.69200","19612.72070","0.01237"
"37.90000","4.70062","19617.74805","0.01246"
"38.00000","4.70881","19621.27930","0.01255"
"38.10000","4.71719","19628.11133","0.01264"
"38.20000","4.72556","19629.04688","0.01273"
"38.30000","4.73344","19631.81641","0.01281"
"38.40000","4.74206","19641.95508","0.01291"
"38.50000","4.75044","19644.42188","0.01299"
"38.60000","4.75850","19646.01367","0.01308"
"38.70000","4.76706","19656.37109","0.01316"
"38.80000","4.77544","19661.29492","0.01325"
"38.90000","4.78381","19662.56445","0.01334"
"39.00000","4.79200","19668.27539","0.01343"
"39.10000","4.80050","19674.15430","0.01352"
"39.20000","4.80881","19674.30273","0.01361"
"39.30000","4.81669","19678.01562","0.01369"
"39.40000","4.82537","19689.13281","0.01378"
"39.50000","4.83400","19693.68555","0.01387"
"39.60000","4.84212","19694.31055","0.01396"
"39.70000","4.85062","19701.23633","0.01405"
"39.80000","4.85875","19704.33008","0.01413"
"39.90000","4.86700","19707.24219","0.01422"
"40.00000","4.87519","19711.38086","0.01431"
"40.10000","4.88362","19720.24609","0.01439"
"40.20000","4.89231","19725.58789","0.01449"
"40.30000","4.90037","19727.56445","0.01458"
"40.40000","4.90862","19730.74023","0.01466"
"40.50000","4.91712","19738.00195","0.01475"
"40.60000","4.92550","19740.25586","0.01484"
"40.70000","4.93369","19743.78906","0.01493"
"40.80000","4.94206","19750.11328","0.01502"
"40.90000","4.95037","19752.70898","0.01510"
"41.00000","4.95862","19758.14844","0.01519"
"41.10000","4.96719","19767.76953","0.01528"
"41.20000","4.97575","19767.69336","0.01537"
"41.30000","4.98362","19768.38086","0.01546"
"41.40000","4.99194","19775.74805","0.01555"
"41.50000","5.00019","19778.70898","0.01564"
"41.60000","5.00850","19783.64648","0.01572"
"41.70000","5.01712","19793.77930","0.01581"
"41.80000","5.02562","19798.09766","0.01590"
"41.90000","5.03387","19796.36914","0.01599"
"42.00000","5.04181","19798.47461","0.01608"
"42.10000","5.05044","19809.24023","0.01617"
"42.20000","5.05887","19810.89062","0.01625"
"42.30000","5.06681","19812.26758","0.01635"
"42.40000","5.07550","19822.77734","0.01643"
"42.50000","5.08387","19825.62695","0.01652"
"42.60000","5.09200","19826.84961","0.01661"
"42.70000","5.10062","19834.66016","0.01670"
"42.80000","5.10887","19838.33789","0.01679"
"42.90000","5.11712","19839.60938","0.01688"
"43.00000","5.12512","19841.53906","0.01697"
"43.10000","5.13350","19850.03711","0.01705"
"43.20000","5.14225","19857.46875","0.01714"
"43.30000","5.15044","19860.04492","0.01723"
"43.40000","5.15881","19862.85156","0.01733"
"43.50000","5.16725","19868.12891","0.01741"
"43.60000","5.17531","19867.15430","0.01750"
"43.70000","5.18356","19873.36133","0.01759"
"43.80000","5.19212","19880.50977","0.01768"
"43.90000","5.20056","19882.88086","0.01777"
"44.00000","5.20875","19886.75586","0.01786"
"44.10000","5.21706","19893.14844","0.01795"
"44.20000","5.22556","19894.76758","0.01804"
"44.30000","5.23362","19898.09180","0.01813"
"44.40000","5.24206","19905.04492","0.01822"
"44.50000","5.25037","19906.92383","0.01830"
"44.60000","5.25844","19908.67773","0.01840"
"44.70000","5.26694","19917.26953","0.01848"
"44.80000","5.27556","19924.79297","0.01858"
"44.90000","5.28387","19923.76758","0.01866"
"45.00000","5.29200","19926.92969","0.01876"
"45.10000","5.30050","19933.20508","0.01884"
"45.20000","5.30869","19932.75391","0.01893"
"45.30000","5.31675","19936.56055","0.01902"
"45.40000","5.32556","19948.54297","0.01911"
"45.50000","5.33406","19950.91602","0.01920"
"45.60000","5.34212","19949.96484","0.01929"
"45.70000","5.35044","19955.59570","0.01938"
"45.80000","5.35869","19959.95117","0.01948"
"45.90000","5.36712","19963.76758","0.01956"
"46.00000","5.37525","19965.85742","0.01965"
"46.10000","5.38362","19972.90625","0.01974"
"46.20000","5.39225","19977.73633","0.01984"
"46.30000","5.40025","19978.89258","0.01993"
"46.38400","5.40737","19985.94336","0.02000"
"46.38600","5.40756","19985.90234","0.02000"
"46.41000","5.40962","19984.49023","0.02002"
"46.51000","5.40725","19883.78320","0.02009"
"46.61000","5.39475","19601.23438","0.02008"
"46.71000","5.38475","19347.16602","0.02005"
"46.81000","5.37619","19147.18555","0.02003"
"46.91000","5.36769","18960.19141","0.02000"
"47.01000","5.35919","18778.24805","0.01999"
"47.11000","5.35087","18603.23242","0.01996"
"47.21000","5.34256","18428.61719","0.01994"
"47.31000","5.33412","18257.36719","0.01992"
"47.41000","5.32569","18096.45898","0.01990"
"47.51000","5.31750","17934.13281","0.01988"
"47.61000","5.30912","17774.78516","0.01986"
"47.71000","5.30087","17623.20312","0.01984"
"47.81000","5.29262","17466.05859","0.01982"
"47.91000","5.28419","17308.91602","0.01979"
"48.01000","5.27575","17152.73633","0.01978"
"48.11000","5.26744","17003.61328","0.01976"
"48.21000","5.25912","16849.08203","0.01973"
"48.31000","5.25081","16698.58789","0.01972"
"48.41000","5.24256","16555.23828","0.01969"
"48.51000","5.23437","16406.56055","0.01967"
"48.61000","5.22581","16254.84863","0.01965"
"48.71000","5.21731","16108.51465","0.01963"
"48.81000","5.20919","15962.49023","0.01961"
"48.91000","5.20075","15814.60547","0.01959"
"49.01000","5.19231","15670.32910","0.01957"
"49.11000","5.18419","15530.48828","0.01955"
"49.21000","5.17594","15388.25488","0.01954"
"49.31000","5.16750","15243.30273","0.01951"
"49.41000","5.15900","15104.03711","0.01950"
"49.51000","5.15081","14961.16797","0.01948"
"49.61000","5.14237","14820.69824","0.01945"
"49.71000","5.13394","14682.28711","0.01943"
"49.81000","5.12587","14545.87598","0.01941"
"49.91000","5.11762","14410.89062","0.01940"
"50.01000","5.10919","14274.04395","0.01938"
"50.11000","5.10087","14141.19141","0.01936"
"50.21000","5.09244","14005.37012","0.01934"
"50.31000","5.08406","13871.34375","0.01932"
"50.41000","5.07556","13744.18262","0.01930"
"50.51000","5.06744","13615.35449","0.01929"
"50.61000","5.05912","13488.45215","0.01927"
"50.71000","5.05081","13366.49316","0.01925"
"50.81000","5.04256","13239.93359","0.01923"
"50.91000","5.03419","13112.75391","0.01921"
"51.01000","5.02569","12986.73340","0.01920"
"51.11000","5.01737","12866.81934","0.01918"
"51.21000","5.00912","12744.06934","0.01916"
"51.31000","5.00075","12621.71387","0.01915"
"51.41000","4.99250","12507.70801","0.01913"
"51.51000","4.98437","12390.06152","0.01911"
"51.61000","4.97581","12270.02051","0.01909"
"51.71000","4.96725","12156.18262","0.01908"
"51.81000","4.95912","12044.41016","0.01906"
"51.91000","4.95069","11929.22266","0.01905"
"52.01000","4.94225","11816.92285","0.01903"
"52.11000","4.93412","11711.39453","0.01902"
"52.21000","4.92594","11602.08105","0.01900"
"52.31000","4.91750","11490.18945","0.01898"
"52.41000","4.90900","11383.33301","0.01896"
"52.51000","4.90087","11274.82129","0.01895"
"52.61000","4.89231","11166.62891","0.01893"
"52.71000","4.88394","11061.75586","0.01892"
"52.81000","4.87587","10959.60156","0.01891"
"52.91000","4.86762","10856.82129","0.01889"
"53.01000","4.85919","10752.49023","0.01888"
"53.11000","4.85081","10653.48438","0.01886"
"53.21000","4.84244","10551.37207","0.01885"
"53.31000","4.83400","10451.92090","0.01883"
"53.41000","4.82556","10359.06445","0.01882"
"53.51000","4.81737","10264.18652","0.01881"
"53.61000","4.80912","10172.64355","0.01879"
"53.71000","4.80069","10084.17773","0.01878"
"53.81000","4.79256","9994.63184","0.01877"
"53.91000","4.78419","9902.12207","0.01875"
"54.01000","4.77562","9809.14453","0.01874"
"54.11000","4.76737","9724.13574","0.01873"
"54.21000","4.75912","9634.08301","0.01871"
"54.31000","4.75069","9543.75879","0.01870"
"54.41000","4.74250","9461.16992","0.01869"
"54.51000","4.73437","9372.61230","0.01868"
"54.61000","4.72587","9280.85449","0.01866"
"54.71000","4.71725","9194.14453","0.01865"
"54.81000","4.70906","9108.18652","0.01863"
"54.91000","4.70075","9019.35449","0.01862"
"55.01000","4.69225","8930.80566","0.01861"
"55.11000","4.68412","8848.81250","0.01860"
"55.21000","4.67594","8763.47461","0.01859"
"55.31000","4.66744","8674.01367","0.01857"
"55.41000","4.65900","8589.24023","0.01856"
"55.51000","4.65087","8501.87012","0.01854"
"55.61000","4.64237","8413.77930","0.01853"
"55.71000","4.63394","8329.07617","0.01852"
"55.81000","4.62581","8245.90625","0.01851"
"55.91000","4.61756","8160.95752","0.01849"
"56.01000","4.60919","8074.04736","0.01847"
"56.11000","4.60081","7990.28711","0.01846"
"56.21000","4.59250","7902.88086","0.01845"
"56.31000","4.58400","7815.22266","0.01844"
"56.41000","4.57550","7731.86084","0.01843"
"56.51000","4.56737","7645.47900","0.01841"
"56.61000","4.55912","7560.13330","0.01840"
"56.71000","4.55075","7477.40918","0.01838"
"56.81000","4.54256","7392.55713","0.01837"
"56.91000","4.53412","7304.45068","0.01836"
"57.01000","4.52569","7216.30762","0.01834"
"57.11000","4.51731","7133.34668","0.01833"
"57.21000","4.50912","7048.80566","0.01831"
"57.31000","4.50075","6961.87988","0.01830"
"57.41000","4.49250","6882.96777","0.01829"
"57.51000","4.48437","6798.36719","0.01827"
"57.61000","4.47581","6710.78955","0.01826"
"57.71000","4.46725","6628.20020","0.01825"
"57.81000","4.45906","6545.59521","0.01823"
"57.91000","4.45075","6461.69580","0.01822"
"58.01000","4.44219","6376.76660","0.01821"
"58.11000","4.43419","6300.32324","0.01819"
"58.21000","4.42600","6219.00098","0.01818"
"58.31000","4.41744","6133.81689","0.01816"
"58.41000","4.40900","6054.35205","0.01815"
"58.51000","4.40081","5973.18701","0.01814"
"58.61000","4.39237","5891.19189","0.01813"
"58.71000","4.38394","5811.99658","0.01811"
"58.81000","4.37581","5735.48584","0.01810"
"58.91000","4.36756","5656.83301","0.01809"
"59.01000","4.35919","5576.80078","0.01807"
"59.11000","4.35081","5499.95068","0.01806"
"59.21000","4.34250","5420.75977","0.01805"
"59.31000","4.33400","5340.51904","0.01803"
"59.41000","4.32550","5265.54199","0.01802"
"59.51000","4.31744","5189.22900","0.01800"
"59.61000","4.30912","5112.92920","0.01799"
"59.71000","4.30075","5038.09961","0.01798"
"59.81000","4.29256","4963.24316","0.01797"
"59.91000","4.28412","4885.87842","0.01795"
"60.01000","4.27569","4808.12451","0.01794"
"60.11000","4.26737","4737.18457","0.01793"
"60.21000","4.25919","4662.71924","0.01792"
"60.31000","4.25081","4585.77686","0.01790"
