Time,Extension,Load,Tensile strain (Strain 1)
(s),(mm),(N),(mm/mm)
"62.50000","2.40994","3149.78589","0.01734"
"62.60000","2.40131","3081.66772","0.01733"
"62.70000","2.39300","3020.69702","0.01731"
"62.80000","2.38469","2956.70630","0.01730"
"62.90000","2.37625","2892.05005","0.01729"
"63.00000","2.36781","2832.15771","0.01728"
"63.10000","2.35987","2772.59863","0.01726"
"63.20000","2.35150","2710.37769","0.01725"
"63.30000","2.34287","2648.90186","0.01724"
"63.40000","2.33481","2591.15308","0.01722"
"63.50000","2.32631","2528.97314","0.01721"
"63.60000","2.31787","2469.40430","0.01720"
"63.70000","2.30969","2413.57007","0.01718"
"63.80000","2.30150","2354.84082","0.01717"
"63.90000","2.29319","2296.99438","0.01716"
"64.00000","2.28475","2242.12866","0.01715"
"64.10000","2.27662","2185.11719","0.01714"
"64.20000","2.26800","2126.63989","0.01713"
"64.30000","2.25944","2071.08252","0.01711"
"64.40000","2.25137","2019.11328","0.01710"
"64.50000","2.24300","1964.70398","0.01709"
"64.60000","2.23469","1911.38257","0.01708"
"64.70000","2.22644","1861.61682","0.01707"
"64.80000","2.21812","1807.31384","0.01706"
"64.90000","2.20969","1753.05078","0.01704"
"65.00000","2.20112","1702.69141","0.01703"
"65.10000","2.19312","1652.03589","0.01702"
"65.20000","2.18462","1599.78101","0.01701"
"65.30000","2.17619","1548.43066","0.01700"
"65.40000","2.16825","1501.38647","0.01699"
"65.50000","2.15987","1451.13879","0.01698"
"65.60000","2.15131","1400.34924","0.01697"
"65.70000","2.14300","1355.33105","0.01696"
"65.80000","2.13469","1307.49805","0.01695"
"65.90000","2.12619","1259.02124","0.01694"
"66.00000","2.11781","1215.94495","0.01692"
"66.10000","2.10987","1172.59558","0.01692"
"66.20000","2.10156","1128.19080","0.01691"
"66.30000","2.09287","1083.07837","0.01690"
"66.40000","2.08481","1040.94604","0.01689"
"66.50000","2.07631","996.16925","0.01688"
"66.60000","2.06787","953.34137","0.01687"
"66.70000","2.05969","917.69647","0.01686"
"66.80000","2.05150","877.33466","0.01685"
"66.90000","2.04319","836.99646","0.01684"
"67.00000","2.03469","799.03973","0.01683"
"67.10000","2.02650","760.42346","0.01683"
"67.20000","2.01800","720.78046","0.01682"
"67.30000","2.00950","684.07336","0.01681"
"67.40000","2.00131","648.57275","0.01680"
"67.50000","1.99294","612.37421","0.01680"
"67.60000","1.98462","577.86743","0.01679"
"67.70000","1.97644","546.36322","0.01678"
"67.80000","1.96812","509.93030","0.01678"
"67.90000","1.95969","475.67059","0.01677"
"68.00000","1.95112","440.09668","0.01676"
"68.10000","1.94306","401.94281","0.01676"
"68.20000","1.93462","361.27338","0.01675"
"68.30000","1.92625","322.23160","0.01674"
"68.40000","1.91831","286.65588","0.01673"
"68.50000","1.90981","250.88277","0.01673"
"68.60000","1.90131","216.17371","0.01672"
"68.70000","1.89294","168.53189","0.01671"
"68.80000","1.88475","119.42149","0.01669"
"68.90000","1.87631","31.95095","0.01668"
"68.93400","1.87356","3.44029","0.01667"
"68.93600","1.87344","1.77405","0.01667"
"68.93800","1.87325","0.09916","0.01667"
"69.03800","1.87587","-1.65772","0.01666"
"69.04600","1.87669","6.74917","0.01666"
