Time,Extension,Load,Tensile strain (Strain 1)
(s),(mm),(N),(mm/mm)
"2.90000","0.22537","1883.08472","-0.00018"
"3.00000","0.23381","1929.18835","-0.00017"
"3.10000","0.24225","1972.26892","-0.00017"
"3.20000","0.25031","2014.43286","-0.00017"
"3.30000","0.25869","2059.10547","-0.00017"
"3.40000","0.26706","2103.49243","-0.00016"
"3.50000","0.27537","2146.99170","-0.00016"
"3.60000","0.28375","2192.47241","-0.00016"
"3.70000","0.29225","2239.66821","-0.00015"
"3.80000","0.30056","2282.61328","-0.00015"
"3.90000","0.30856","2327.73926","-0.00014"
"4.00000","0.31706","2375.05225","-0.00014"
"4.10000","0.32531","2418.40039","-0.00013"
"4.20000","0.33344","2464.19751","-0.00013"
"4.30000","0.34219","2514.42310","-0.00013"
"4.40000","0.35062","2562.01953","-0.00012"
"4.50000","0.35881","2606.75781","-0.00011"
"4.60000","0.36706","2656.27124","-0.00011"
"4.70000","0.37550","2705.24121","-0.00010"
"4.80000","0.38375","2750.15088","-0.00009"
"4.90000","0.39187","2800.09009","-0.00008"
"5.00000","0.40044","2852.07056","-0.00008"
"5.10000","0.40900","2901.03027","-0.00007"
"5.20000","0.41706","2949.52686","-0.00006"
"5.30000","0.42556","3001.47559","-0.00005"
"5.40000","0.43387","3051.59961","-0.00004"
"5.50000","0.44200","3100.21753","-0.00004"
"5.60000","0.45025","3151.19702","-0.00003"
"5.70000","0.45862","3204.60010","-0.00002"
"5.80000","0.46719","3255.74463","-0.00001"
"5.90000","0.47537","3308.04028","0.00000"
"6.00000","0.48381","3361.52734","0.00001"
"6.10000","0.49225","3413.03955","0.00002"
"6.20000","0.50037","3464.38550","0.00002"
"6.30000","0.50869","3517.62134","0.00003"
"6.40000","0.51706","3571.20044","0.00005"
"6.50000","0.52544","3624.36816","0.00006"
"6.60000","0.53375","3680.08691","0.00006"
"6.70000","0.54225","3736.44727","0.00007"
"6.80000","0.55056","3787.39941","0.00008"
"6.90000","0.55856","3842.34180","0.00009"
"7.00000","0.56712","3900.47363","0.00010"
"7.10000","0.57544","3952.91553","0.00011"
"7.20000","0.58344","4007.33838","0.00012"
"7.30000","0.59212","4067.17773","0.00013"
"7.40000","0.60050","4123.11035","0.00013"
"7.50000","0.60875","4176.77441","0.00015"
"7.60000","0.61712","4235.37695","0.00015"
"7.70000","0.62550","4292.50781","0.00017"
"7.80000","0.63375","4345.57812","0.00017"
"7.90000","0.64181","4403.65820","0.00018"
"8.00000","0.65044","4464.31543","0.00019"
"8.10000","0.65900","4523.21240","0.00020"
"8.20000","0.66712","4579.74072","0.00021"
"8.30000","0.67556","4639.64941","0.00022"
